stamp,d005es16583,d005es16640,d005es16661,d005es16701,d005es16732,d005es16756,d005es16802,d005es16831,d005es16885,d005es16919
2015-01-20 20:30:00,62,61,65,55,59,66,66,63,60,65
2015-01-20 20:35:00,62,63,63,56,61,64,67,62,62,66
2015-01-20 20:40:00,63,63,64,56,61,63,65,63,62,65
2015-01-20 20:45:00,63,64,65,57,62,65,69,63,62,65
2015-01-20 20:50:00,61,62,63,56,63,65,64,59,61,63
2015-01-20 20:55:00,61,62,65,56,62,64,66,62,61,65
2015-01-20 21:00:00,63,62,64,56,62,64,64,62,62,65
2015-01-20 21:05:00,62,61,65,54,57,64,64,62,61,64
2015-01-20 21:10:00,62,61,67,54,60,65,65,63,62,65
2015-01-20 21:15:00,63,64,67,57,61,66,66,64,60,65
2015-01-20 21:20:00,62,60,64,55,58,63,63,60,58,66
2015-01-20 21:25:00,61,62,64,53,61,63,67,64,61,66
2015-01-20 21:30:00,63,62,64,50,63,64,68,62,60,66
2015-01-20 21:35:00,63,62,66,55,63,65,69,63,61,67
2015-01-20 21:40:00,63,63,65,58,64,65,67,61,61,66
2015-01-20 21:45:00,66,64,65,56,62,65,66,65,61,67
2015-01-20 21:50:00,65,64,66,58,64,65,68,66,64,67
2015-01-20 21:55:00,64,63,66,58,65,64,67,63,63,66
2015-01-20 22:00:00,61,64,66,65,63,67,66,63,62,64
2015-01-20 22:05:00,62,62,66,60,64,67,66,63,64,67
2015-01-20 22:10:00,64,65,65,59,63,64,69,64,65,68
2015-01-20 22:15:00,65,67,67,64,65,69,70,65,66,68
2015-01-20 22:20:00,66,66,66,64,65,68,70,64,64,68
2015-01-20 22:25:00,63,66,67,61,60,68,66,64,63,67
2015-01-20 22:30:00,64,65,67,62,56,66,65,65,63,65
2015-01-20 22:35:00,64,61,67,60,61,68,70,67,65,68
2015-01-20 22:40:00,65,65,67,59,64,69,66,66,65,68
2015-01-20 22:45:00,64,66,67,64,63,67,67,64,65,67
2015-01-20 22:50:00,65,62,67,60,59,65,69,64,62,66
2015-01-20 22:55:00,66,62,66,59,64,66,68,64,65,68
2015-01-20 23:00:00,62,65,66,62,62,66,69,61,63,65
2015-01-20 23:05:00,63,63,68,62,55,67,60,61,64,65
2015-01-20 23:10:00,65,66,65,51,59,66,63,66,63,67
2015-01-20 23:15:00,63,66,66,56,55,67,65,63,64,67
2015-01-20 23:20:00,65,69,64,55,67,67,69,64,65,67
2015-01-20 23:25:00,63,62,64,45,59,67,69,64,63,62
2015-01-20 23:30:00,63,66,65,47,63,65,64,65,62,65
2015-01-20 23:35:00,64,63,66,44,60,68,60,66,65,67
2015-01-20 23:40:00,64,70,67,45,60,64,68,64,65,67
2015-01-20 23:45:00,67,68,68,43,61,67,70,66,64,66
2015-01-20 23:50:00,67,67,70,45,54,68,64,63,64,67
2015-01-20 23:55:00,65,66,66,43,56,70,68,63,64,68
2015-01-21 00:00:00,65,64,66,63,58,64,63,63,61,63
2015-01-21 00:05:00,57,60,66,46,61,69,61,62,59,64
2015-01-21 00:10:00,65,63,68,61,59,66,68,64,63,66
2015-01-21 00:15:00,66,65,68,60,53,66,62,64,66,63
2015-01-21 00:20:00,65,63,65,56,48,68,60,58,61,68
2015-01-21 00:25:00,63,60,60,58,56,63,62,67,64,66
2015-01-21 00:30:00,65,62,65,57,57,69,62,63,62,64
2015-01-21 00:35:00,63,55,65,59,50,65,45,56,54,61
2015-01-21 00:40:00,63,58,63,54,51,68,54,58,59,64
2015-01-21 00:45:00,66,58,64,56,61,66,59,63,62,66
2015-01-21 00:50:00,64,63,68,56,55,63,64,64,66,65
2015-01-21 00:55:00,66,61,64,61,59,65,69,66,63,64
2015-01-21 01:00:00,66,63,67,59,58,71,65,64,60,65
2015-01-21 01:05:00,66,65,69,61,55,64,60,62,64,65
2015-01-21 01:10:00,64,65,63,55,57,67,64,61,61,64
2015-01-21 01:15:00,64,60,68,55,61,67,65,63,65,71
2015-01-21 01:20:00,63,63,67,62,56,63,57,59,63,62
2015-01-21 01:25:00,62,56,65,56,62,63,57,63,63,63
2015-01-21 01:30:00,65,63,63,53,60,61,60,62,65,64
2015-01-21 01:35:00,67,68,68,61,57,63,61,62,64,65
2015-01-21 01:40:00,65,63,67,60,62,64,63,63,65,65
2015-01-21 01:45:00,65,59,69,58,59,65,59,60,62,63
2015-01-21 01:50:00,67,61,66,59,56,67,65,64,62,63
2015-01-21 01:55:00,60,58,63,63,67,67,59,65,60,64
2015-01-21 02:00:00,62,58,65,58,56,65,53,62,58,67
2015-01-21 02:05:00,64,62,70,62,67,64,61,63,64,66
2015-01-21 02:10:00,62,59,65,63,64,68,67,65,63,66
2015-01-21 02:15:00,64,64,66,60,65,64,63,63,65,66
2015-01-21 02:20:00,64,58,62,64,59,66,61,61,59,63
2015-01-21 02:25:00,65,65,64,61,64,66,64,63,66,67
2015-01-21 02:30:00,66,60,64,61,66,63,60,65,61,61
2015-01-21 02:35:00,60,59,64,54,58,52,66,64,62,66
2015-01-21 02:40:00,66,60,64,57,58,62,62,65,59,63
2015-01-21 02:45:00,61,57,65,49,54,63,56,61,64,67
2015-01-21 02:50:00,64,61,60,48,58,68,49,59,62,62
2015-01-21 02:55:00,61,54,55,51,50,63,46,55,62,64
2015-01-21 03:00:00,63,59,61,57,51,65,46,53,55,58
2015-01-21 03:05:00,60,51,62,55,52,66,47,59,57,63
2015-01-21 03:10:00,62,64,68,59,56,65,59,60,62,62
2015-01-21 03:15:00,62,53,62,50,47,65,52,52,59,62
2015-01-21 03:20:00,62,57,68,57,61,66,59,60,63,63
2015-01-21 03:25:00,60,54,64,59,51,66,56,59,56,64
2015-01-21 03:30:00,65,65,69,55,63,69,72,64,67,70
2015-01-21 03:35:00,63,58,67,61,56,69,67,62,63,64
2015-01-21 03:40:00,61,56,65,57,53,66,50,54,57,59
2015-01-21 03:45:00,62,59,65,55,60,69,68,66,67,67
2015-01-21 03:50:00,64,65,69,59,60,66,66,62,65,66
2015-01-21 03:55:00,60,58,64,53,55,67,60,60,62,62
2015-01-21 04:00:00,56,55,62,56,53,66,63,62,64,63
2015-01-21 04:05:00,62,61,66,60,55,69,59,63,62,68
2015-01-21 04:10:00,62,63,68,59,59,68,65,60,62,65
2015-01-21 04:15:00,62,62,64,56,61,68,61,61,64,64
2015-01-21 04:20:00,65,65,67,62,61,67,66,64,63,66
2015-01-21 04:25:00,62,65,70,63,58,70,65,65,65,69
2015-01-21 04:30:00,66,65,69,61,62,67,68,67,67,69
2015-01-21 04:35:00,64,63,64,60,54,70,64,64,65,64
2015-01-21 04:40:00,67,68,67,59,57,70,64,64,61,64
2015-01-21 04:45:00,63,66,66,60,61,70,71,66,66,68
2015-01-21 04:50:00,65,67,68,58,62,70,62,65,61,64
2015-01-21 04:55:00,62,64,68,62,65,69,62,68,63,64
2015-01-21 05:00:00,63,62,67,51,58,66,63,62,62,65
2015-01-21 05:05:00,65,63,67,57,66,67,63,64,63,66
2015-01-21 05:10:00,65,67,67,56,64,69,63,64,60,65
2015-01-21 05:15:00,63,62,67,57,60,70,66,65,61,65
2015-01-21 05:20:00,63,62,68,53,57,70,65,64,61,63
2015-01-21 05:25:00,64,63,67,57,61,67,64,64,64,67
2015-01-21 05:30:00,64,64,67,56,61,66,67,64,62,66
2015-01-21 05:35:00,64,63,67,56,63,66,63,63,61,64
2015-01-21 05:40:00,64,63,66,56,61,67,66,64,63,66
2015-01-21 05:45:00,65,65,66,55,53,65,65,62,61,65
2015-01-21 05:50:00,62,61,66,55,63,67,65,64,61,64
2015-01-21 05:55:00,63,62,66,56,62,65,66,62,61,65
2015-01-21 06:00:00,62,62,64,56,58,65,62,60,60,64
2015-01-21 06:05:00,61,63,65,57,59,66,63,61,60,63
2015-01-21 06:10:00,59,56,62,54,56,63,64,63,60,65
2015-01-21 06:15:00,61,58,64,55,57,64,63,61,58,62
2015-01-21 06:20:00,58,57,63,54,58,60,55,58,58,62
2015-01-21 06:25:00,57,58,63,54,59,64,61,61,57,60
2015-01-21 06:30:00,56,55,60,53,56,58,58,58,48,54
2015-01-21 06:35:00,55,53,61,53,56,60,58,56,47,50
2015-01-21 06:40:00,55,54,61,55,57,58,59,54,42,38
2015-01-21 06:45:00,57,55,60,55,54,57,51,48,35,39
2015-01-21 06:50:00,57,53,57,47,54,56,56,51,38,35
2015-01-21 06:55:00,53,44,57,52,54,54,51,48,39,41
2015-01-21 07:00:00,48,36,57,52,49,53,44,49,36,46
2015-01-21 07:05:00,47,31,56,43,47,49,33,49,39,40
2015-01-21 07:10:00,48,27,54,48,45,49,36,48,36,33
2015-01-21 07:15:00,48,20,44,46,54,54,56,50,35,23
2015-01-21 07:20:00,47,24,49,35,37,47,55,52,34,24
2015-01-21 07:25:00,47,18,55,49,16,24,45,50,34,24
2015-01-21 07:30:00,49,37,57,46,16,23,21,46,36,19
2015-01-21 07:35:00,56,51,58,47,17,23,22,44,35,17
2015-01-21 07:40:00,51,42,55,38,28,33,21,34,34,22
2015-01-21 07:45:00,50,31,51,27,30,35,21,41,37,29
2015-01-21 07:50:00,47,20,49,24,26,31,24,47,36,22
2015-01-21 07:55:00,49,23,33,18,25,32,25,50,35,24
2015-01-21 08:00:00,47,17,34,25,27,29,32,49,34,20
2015-01-21 08:05:00,49,14,23,20,25,30,25,47,33,23
2015-01-21 08:10:00,48,17,22,16,18,24,16,40,31,22
2015-01-21 08:15:00,46,17,28,27,21,19,13,28,35,20
2015-01-21 08:20:00,49,19,33,32,27,28,14,24,30,17
2015-01-21 08:25:00,48,19,26,26,27,30,14,31,31,19
2015-01-21 08:30:00,47,19,41,32,22,25,20,42,35,17
2015-01-21 08:35:00,48,17,25,26,27,28,42,42,33,16
2015-01-21 08:40:00,48,13,19,15,16,21,47,40,32,18
2015-01-21 08:45:00,49,12,18,15,17,20,31,40,33,20
2015-01-21 08:50:00,46,13,18,14,18,21,24,36,28,17
2015-01-21 08:55:00,48,13,18,14,17,22,23,39,34,19
2015-01-21 09:00:00,50,26,32,30,31,33,26,42,35,30
2015-01-21 09:05:00,51,37,40,33,36,40,35,43,40,39
2015-01-21 09:10:00,48,14,17,12,16,24,29,34,30,19
2015-01-21 09:15:00,46,19,37,13,19,25,47,37,28,12
2015-01-21 09:20:00,44,20,50,24,38,49,53,41,29,15
2015-01-21 09:25:00,48,46,57,44,54,57,55,41,30,17
2015-01-21 09:30:00,54,51,62,52,54,56,52,44,32,19
2015-01-21 09:35:00,52,50,59,53,52,54,47,48,33,29
2015-01-21 09:40:00,51,50,61,47,51,53,52,47,30,29
2015-01-21 09:45:00,49,43,56,45,51,55,49,40,32,29
2015-01-21 09:50:00,53,49,60,52,58,56,52,47,36,23
2015-01-21 09:55:00,46,44,58,51,52,55,49,48,33,46
2015-01-21 10:00:00,52,51,61,52,54,56,52,50,35,52
2015-01-21 10:05:00,48,47,61,52,51,56,52,54,48,58
2015-01-21 10:10:00,53,51,61,54,59,60,60,60,56,61
2015-01-21 10:15:00,54,51,61,56,56,60,60,58,57,61
2015-01-21 10:20:00,55,54,61,57,59,63,60,58,56,61
2015-01-21 10:25:00,54,53,60,51,52,60,53,56,54,59
2015-01-21 10:30:00,53,50,63,56,58,60,59,58,54,60
2015-01-21 10:35:00,53,49,61,52,54,62,56,56,55,61
2015-01-21 10:40:00,53,52,62,53,57,61,60,59,56,63
2015-01-21 10:45:00,53,52,62,56,56,62,59,58,56,63
2015-01-21 10:50:00,55,54,63,56,59,62,61,59,57,62
2015-01-21 10:55:00,55,52,60,51,57,60,57,57,58,62
2015-01-21 11:00:00,55,53,63,52,59,62,56,58,54,61
2015-01-21 11:05:00,54,54,62,55,57,60,56,57,54,60
2015-01-21 11:10:00,52,51,63,53,58,61,54,57,54,56
2015-01-21 11:15:00,52,50,62,55,55,59,56,56,53,59
2015-01-21 11:20:00,52,52,61,52,57,59,55,58,55,59
2015-01-21 11:25:00,54,51,60,54,55,60,57,56,55,59
2015-01-21 11:30:00,52,48,59,50,54,56,49,53,47,55
2015-01-21 11:35:00,48,44,55,50,56,57,49,53,50,56
2015-01-21 11:40:00,40,45,55,52,53,56,51,54,51,58
2015-01-21 11:45:00,47,42,56,43,46,55,53,54,52,59
2015-01-21 11:50:00,41,38,62,54,57,60,59,58,55,60
2015-01-21 11:55:00,43,28,61,55,57,60,58,56,53,59
2015-01-21 12:00:00,41,37,60,51,57,59,55,55,52,59
2015-01-21 12:05:00,45,46,60,55,63,61,55,56,50,58
2015-01-21 12:10:00,46,48,57,54,58,59,54,55,53,59
2015-01-21 12:15:00,48,49,60,53,55,58,54,55,53,57
2015-01-21 12:20:00,40,45,61,53,57,58,56,54,54,58
2015-01-21 12:25:00,41,43,59,53,54,56,53,54,51,59
2015-01-21 12:30:00,51,50,59,54,58,59,56,55,53,58
2015-01-21 12:35:00,52,51,60,55,55,59,53,55,53,59
2015-01-21 12:40:00,39,38,59,54,52,56,56,55,55,59
2015-01-21 12:45:00,34,3,18,34,48,55,54,56,53,58
2015-01-21 12:50:00,31,4,10,5,11,23,53,56,53,59
2015-01-21 12:55:00,25,7,15,7,8,7,15,36,48,60
2015-01-21 13:00:00,23,14,24,11,10,9,7,18,27,49
2015-01-21 13:05:00,23,12,26,13,11,15,12,19,25,19
2015-01-21 13:10:00,25,8,20,9,13,15,13,25,27,19
2015-01-21 13:15:00,35,14,24,8,7,11,12,18,20,17
2015-01-21 13:20:00,34,14,27,13,15,15,12,16,11,11
2015-01-21 13:25:00,34,12,29,14,15,17,14,28,21,11
2015-01-21 13:30:00,30,16,32,14,13,20,16,29,28,20
2015-01-21 13:35:00,28,19,34,16,16,17,12,22,29,20
2015-01-21 13:40:00,27,11,30,15,15,16,13,23,21,14
2015-01-21 13:45:00,32,12,30,14,13,12,13,26,20,16
2015-01-21 13:50:00,34,17,32,14,13,14,13,23,23,18
2015-01-21 13:55:00,31,17,34,14,13,16,13,23,27,17
2015-01-21 14:00:00,30,21,39,16,16,17,14,29,23,20
2015-01-21 14:05:00,33,17,32,16,14,23,24,34,28,19
2015-01-21 14:10:00,37,15,27,14,15,20,22,41,30,21
2015-01-21 14:15:00,40,19,32,14,14,16,14,33,27,19
2015-01-21 14:20:00,40,20,36,13,13,17,10,18,26,23
2015-01-21 14:25:00,41,22,36,16,15,23,15,18,15,12
2015-01-21 14:30:00,41,20,32,14,18,22,28,44,28,15
2015-01-21 14:35:00,36,16,29,13,14,15,36,47,26,21
2015-01-21 14:40:00,37,15,31,13,13,14,14,38,27,20
2015-01-21 14:45:00,35,18,25,9,11,13,9,22,26,24
2015-01-21 14:50:00,37,17,29,14,12,11,8,15,21,15
2015-01-21 14:55:00,39,23,31,15,14,14,10,16,16,12
2015-01-21 15:00:00,38,17,29,13,15,18,13,21,22,14
2015-01-21 15:05:00,41,17,28,11,12,13,15,30,24,23
2015-01-21 15:10:00,41,22,31,12,13,14,9,20,21,20
2015-01-21 15:15:00,42,20,31,13,13,15,9,18,23,13
2015-01-21 15:20:00,38,19,29,12,13,15,11,22,32,12
2015-01-21 15:25:00,37,18,29,11,13,13,9,18,24,17
2015-01-21 15:30:00,41,23,31,12,12,10,7,15,16,12
2015-01-21 15:35:00,38,19,30,12,13,12,6,12,15,11
2015-01-21 15:40:00,40,23,32,11,10,10,8,14,15,10
2015-01-21 15:45:00,32,17,33,14,13,13,6,13,16,13
2015-01-21 15:50:00,38,14,21,10,13,14,9,16,15,10
2015-01-21 15:55:00,33,13,22,11,10,8,6,13,21,15
2015-01-21 16:00:00,35,14,23,9,11,9,8,9,13,9
2015-01-21 16:05:00,34,18,29,11,10,8,6,11,15,9
2015-01-21 16:10:00,31,20,29,9,12,9,5,8,12,9
2015-01-21 16:15:00,40,15,29,12,13,10,5,7,10,8
2015-01-21 16:20:00,39,19,29,10,10,9,6,15,10,7
2015-01-21 16:25:00,41,19,29,13,10,10,5,9,16,13
2015-01-21 16:30:00,33,17,31,12,12,13,6,8,12,9
2015-01-21 16:35:00,39,15,27,10,11,12,8,10,17,10
2015-01-21 16:40:00,38,14,28,13,12,9,6,13,17,10
2015-01-21 16:45:00,38,19,29,12,13,12,8,9,13,11
2015-01-21 16:50:00,36,17,29,13,12,14,8,11,15,10
2015-01-21 16:55:00,37,19,30,12,11,11,8,12,16,12
2015-01-21 17:00:00,36,19,33,12,12,11,6,12,15,12
2015-01-21 17:05:00,37,19,31,11,12,14,8,12,16,10
2015-01-21 17:10:00,35,19,29,11,12,12,9,17,17,11
2015-01-21 17:15:00,42,17,24,10,11,9,7,13,23,16
2015-01-21 17:20:00,42,24,31,12,12,10,5,8,12,13
2015-01-21 17:25:00,43,24,36,15,14,15,7,12,11,9
2015-01-21 17:30:00,38,20,34,15,15,16,11,15,14,11
2015-01-21 17:35:00,37,14,24,12,12,17,10,20,22,14
2015-01-21 17:40:00,43,15,25,9,9,11,8,17,25,21
2015-01-21 17:45:00,39,18,31,11,11,10,5,12,17,16
2015-01-21 17:50:00,38,20,31,10,15,15,8,10,12,8
2015-01-21 17:55:00,42,17,30,13,13,15,8,19,20,11
2015-01-21 18:00:00,36,16,25,13,13,16,9,16,20,20
2015-01-21 18:05:00,41,17,28,11,11,13,9,17,17,13
2015-01-21 18:10:00,41,22,30,10,12,12,8,17,21,16
2015-01-21 18:15:00,34,20,36,16,14,15,10,20,22,16
2015-01-21 18:20:00,37,22,31,16,15,21,12,19,17,15
2015-01-21 18:25:00,41,19,30,12,13,19,15,27,24,16
2015-01-21 18:30:00,41,23,32,13,13,18,12,21,23,20
2015-01-21 18:35:00,42,21,32,14,16,20,10,21,21,19
2015-01-21 18:40:00,38,20,38,16,18,25,13,21,25,42
2015-01-21 18:45:00,37,21,43,20,20,28,17,29,43,59
2015-01-21 18:50:00,42,27,40,17,22,33,23,45,56,61
2015-01-21 18:55:00,48,37,46,16,26,43,60,60,57,60
2015-01-21 19:00:00,54,43,54,41,53,58,59,61,59,63
2015-01-21 19:05:00,58,57,61,56,59,61,62,59,60,62
2015-01-21 19:10:00,57,56,63,54,55,60,61,58,57,62
2015-01-21 19:15:00,58,58,62,57,57,59,61,60,58,62
2015-01-21 19:20:00,57,54,62,54,57,57,63,59,58,62
2015-01-21 19:25:00,56,56,64,56,56,59,62,59,60,63
2015-01-21 19:30:00,58,59,63,57,59,61,63,61,57,63
2015-01-21 19:35:00,59,54,62,52,56,62,61,57,56,62
2015-01-21 19:40:00,58,54,64,56,57,63,59,61,59,63
2015-01-21 19:45:00,57,54,62,55,57,62,59,60,59,63
2015-01-21 19:50:00,59,58,62,55,56,62,65,62,61,65
2015-01-21 19:55:00,60,58,64,56,59,63,65,60,61,65
2015-01-21 20:00:00,61,60,65,58,60,64,65,63,63,66
2015-01-21 20:05:00,63,63,65,58,62,65,66,64,61,65
2015-01-21 20:10:00,61,62,64,56,60,63,65,64,57,63
2015-01-21 20:15:00,61,58,63,54,61,62,62,65,59,65
2015-01-21 20:20:00,61,61,66,57,62,64,66,63,59,67
2015-01-21 20:25:00,60,59,64,57,63,64,63,64,60,65
2015-01-21 20:30:00,62,62,64,57,61,65,66,61,60,66
2015-01-21 20:35:00,61,60,65,55,63,67,67,64,61,66
2015-01-21 20:40:00,61,61,65,55,56,63,60,61,60,63
2015-01-21 20:45:00,61,59,66,58,64,64,64,64,61,67
2015-01-21 20:50:00,63,62,66,57,65,65,67,66,62,67
2015-01-21 20:55:00,62,64,66,56,63,62,67,65,62,66
2015-01-21 21:00:00,62,61,65,56,58,65,66,62,57,65
2015-01-21 21:05:00,59,59,65,57,62,65,62,62,59,64
2015-01-21 21:10:00,59,57,63,58,62,65,67,61,60,65
2015-01-21 21:15:00,60,60,64,54,61,61,63,59,57,64
2015-01-21 21:20:00,59,59,63,56,61,62,65,61,59,65
2015-01-21 21:25:00,61,61,62,57,57,62,61,61,59,65
2015-01-21 21:30:00,61,62,65,58,59,65,64,63,59,65
2015-01-21 21:35:00,61,60,63,56,59,62,63,61,61,66
2015-01-21 21:40:00,63,61,64,55,61,63,70,61,62,66
2015-01-21 21:45:00,61,57,63,57,58,61,64,62,58,65
2015-01-21 21:50:00,61,61,66,55,65,65,68,63,61,66
2015-01-21 21:55:00,62,64,66,58,62,65,66,64,61,67
2015-01-21 22:00:00,64,66,65,62,62,63,65,62,63,66
2015-01-21 22:05:00,60,65,65,63,55,64,66,63,64,67
2015-01-21 22:10:00,63,66,66,61,67,65,67,66,64,69
2015-01-21 22:15:00,64,65,67,64,58,64,67,65,63,67
2015-01-21 22:20:00,64,65,66,63,60,67,68,64,60,66
2015-01-21 22:25:00,64,65,67,65,66,65,69,67,64,67
2015-01-21 22:30:00,64,64,66,63,60,67,67,65,64,66
2015-01-21 22:35:00,64,65,68,62,64,66,70,64,65,67
2015-01-21 22:40:00,64,65,68,61,65,65,68,64,62,65
2015-01-21 22:45:00,64,64,65,60,66,65,66,63,63,65
2015-01-21 22:50:00,62,63,69,60,57,65,70,64,65,67
2015-01-21 22:55:00,61,64,66,62,61,64,68,63,63,67
2015-01-21 23:00:00,63,60,65,60,64,65,68,63,64,65
2015-01-21 23:05:00,62,63,65,62,61,64,66,62,63,65
2015-01-21 23:10:00,62,62,66,61,59,65,62,63,63,66
2015-01-21 23:15:00,65,63,66,57,56,66,59,62,65,68
2015-01-21 23:20:00,65,63,65,58,65,65,71,63,64,65
2015-01-21 23:25:00,65,65,68,57,59,65,70,64,63,63
2015-01-21 23:30:00,64,62,64,55,54,64,60,62,59,62
2015-01-21 23:35:00,66,64,65,54,61,64,67,65,62,66
2015-01-21 23:40:00,65,66,65,59,61,65,65,63,60,67
2015-01-21 23:45:00,66,65,65,59,59,63,65,62,62,67
2015-01-21 23:50:00,66,63,66,60,56,66,67,68,65,67
2015-01-21 23:55:00,62,54,66,62,57,62,57,63,64,67
